last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Evans, Demarcus,663770,TEX,FF,4-Seamer,0.4,1,315,60.3,73,0.237,0.373,0.342,20.7,23.3,16.3,0.233,0.369,0.335,30.2
Sheffield, Justus,656954,SEA,CH,Changeup,2,6,306,20.8,73,0.433,0.582,0.482,19.3,5.5,12.9,0.353,0.488,0.393,49.2
Gutierrez, Vladimir,661269,CIN,CH,Changeup,-2.4,-5,224,12.2,73,0.141,0.313,0.242,28.8,16.4,21.1,0.21,0.35,0.294,28.3
Diekman, Jake,518617,OAK,SL,Slider,-1.1,-4,362,32.4,73,0.121,0.212,0.196,47,45.2,25.4,0.158,0.285,0.237,24.2
Bickford, Phil,641360,LAD,SL,Slider,-2.1,-6,274,35.3,73,0.203,0.304,0.258,33.1,28.8,23.1,0.183,0.256,0.218,31.3
Martin, Brett,656685,TEX,SIFT,Sinker,-2.1,-6,278,30.3,72,0.268,0.296,0.286,17.9,9.7,15.2,0.254,0.316,0.258,25
Freeland, Kyle,607536,COL,CH,Changeup,0.9,3,324,17.2,72,0.4,0.6,0.458,17.2,6.9,14.7,0.335,0.569,0.414,46.7
Anderson, Shaun,641312,SD,SL,Slider,2.2,6,265,60.6,72,0.328,0.422,0.397,29,13.9,18.2,0.262,0.374,0.312,41.8
Ginkel, Kevin,656464,ARI,FF,4-Seamer,0.8,3,330,59.4,72,0.311,0.59,0.426,15.2,19.4,14.9,0.278,0.562,0.402,41.7
Floro, Dylan,571670,MIA,SIFT,Sinker,-1.5,-5,348,32.3,72,0.215,0.323,0.29,13,20.8,20,0.273,0.461,0.349,40
Lyles, Jordan,543475,TEX,SIFT,Sinker,-1.2,-3,265,8.9,72,0.281,0.406,0.342,16.5,8.3,15.8,0.322,0.457,0.378,32.8
Davis, Austin,656354,BOS,FF,4-Seamer,0.2,1,246,52,72,0.23,0.443,0.353,23.5,27.8,24.4,0.237,0.378,0.326,46.5
Britton, Zack,502154,NYY,SIFT,Sinker,0.7,2,274,81.3,72,0.281,0.386,0.378,24.8,19.4,18.7,0.193,0.29,0.302,34.1
Ponce, Cody,664074,PIT,FF,4-Seamer,1.1,3,297,41.7,72,0.323,0.492,0.385,13.4,18.1,14.8,0.271,0.437,0.341,38.5
Stratton, Chris,608717,PIT,CUKC,Curveball,-0.5,-2,348,25.3,72,0.229,0.371,0.26,30.3,29.2,21,0.208,0.327,0.239,30
Pineda, Michael,501381,MIN,CH,Changeup,0.7,2,288,16.9,71,0.333,0.536,0.382,17.9,2.8,4.9,0.345,0.533,0.384,35.8
DeSclafani, Anthony,543101,SF,CH,Changeup,-0.9,-2,269,10.5,71,0.261,0.319,0.275,14.1,8.5,15.8,0.303,0.496,0.347,40.6
Hendrix, Ryan,641682,CIN,SL,Slider,0.7,2,297,55,71,0.185,0.369,0.273,51.6,42.3,33.3,0.185,0.318,0.255,30.6
Junis, Jakob,596001,KC,SL,Slider,-0.7,-2,250,39.9,71,0.19,0.286,0.242,40.2,40.8,27.6,0.189,0.327,0.255,38.9
Kelly, Joe,523260,LAD,CUKC,Curveball,-3.1,-10,307,43.1,71,0.179,0.299,0.235,32.6,29.6,27.3,0.236,0.402,0.299,44.7
Allen, Logan,663531,CLE,SL,Slider,-0.5,-1,276,31.6,71,0.25,0.375,0.313,26.9,26.8,18.1,0.224,0.391,0.303,37.8
Anderson, Tyler,542881,SEA,SIFT,Sinker,0.8,2,294,11.3,71,0.328,0.478,0.369,15.2,7,9.4,0.31,0.48,0.36,38.7
Raley, Brooks,548384,HOU,SL,Slider,-2.1,-5,251,29,71,0.149,0.254,0.194,48.8,50.7,33.6,0.172,0.266,0.21,15.6
Petit, Yusmeiro,433589,OAK,FC,Cutter,-0.5,-1,253,23.4,71,0.303,0.47,0.359,25.4,7,10,0.283,0.482,0.353,21.3
Houser, Adrian,605288,MIL,CH,Changeup,2.2,6,261,11.1,71,0.276,0.483,0.405,18.7,11.3,11.4,0.313,0.507,0.414,44
Megill, Trevor,656730,CHC,FF,4-Seamer,3.2,9,291,63.3,71,0.364,0.636,0.455,19.2,18.3,17.6,0.321,0.596,0.404,48.1
Turnbull, Spencer,605513,DET,FF,4-Seamer,-1.5,-4,276,35.6,71,0.203,0.328,0.287,25,25.4,22.8,0.198,0.312,0.264,41.3
Goudeau, Ashton,623485,COL,FF,4-Seamer,0.2,0,256,45.4,70,0.236,0.455,0.365,15.5,15.7,14.3,0.256,0.464,0.375,46.8
Montero, Rafael,606160,HOU,SIFT,Sinker,0.3,1,227,26,70,0.354,0.4,0.356,14.6,11.4,18.2,0.279,0.351,0.301,29.3
Martin, Brett,656685,TEX,FF,4-Seamer,0,0,221,24.1,70,0.29,0.387,0.34,8.5,8.6,12,0.27,0.361,0.304,32.2
Mears, Nick,683232,PIT,FF,4-Seamer,-0.1,0,290,64.2,70,0.246,0.439,0.357,26.7,18.6,16.9,0.254,0.436,0.37,33.3
Wilson, Bryse,669060,PIT,SIFT,Sinker,0.6,1,226,19.9,70,0.266,0.5,0.356,10.7,14.3,15.2,0.248,0.468,0.338,42.6
Martin, Chris,455119,ATL,FF,4-Seamer,0.9,3,266,40.1,70,0.308,0.462,0.354,19.4,22.9,17,0.268,0.411,0.314,54
Mize, Casey,663554,DET,FS,Splitter,-0.9,-3,312,13.2,70,0.203,0.304,0.226,21.9,17.1,10.8,0.264,0.419,0.301,31.6
Valdez, Phillips,570488,BOS,SIFT,Sinker,-0.1,0,272,39.8,70,0.18,0.26,0.334,13.6,10,13.2,0.257,0.379,0.382,37.8
Wilson, Bryse,669060,PIT,CH,Changeup,0.5,1,226,19.9,70,0.269,0.448,0.313,14.3,11.4,11.9,0.334,0.537,0.379,40
Manning, Matt,666159,DET,SL,Slider,2.5,5,216,15.2,70,0.371,0.468,0.386,22.9,18.6,18.8,0.355,0.514,0.393,49
Muller, Kyle,666205,ATL,SL,Slider,-2.3,-6,237,35,70,0.138,0.259,0.232,34.6,25.7,19.4,0.196,0.335,0.288,30.2
Gsellman, Robert,607229,NYM,SIFT,Sinker,-1,-2,246,57.6,70,0.281,0.438,0.356,13.6,8.6,11.8,0.3,0.443,0.352,34.5
Espino, Paolo,502179,WSH,SL,Slider,-1,-3,285,16.4,70,0.246,0.462,0.313,26.8,25.7,24.7,0.213,0.402,0.276,26.5
Burnes, Corbin,669203,MIL,SL,Slider,-3,-7,238,9.2,70,0.174,0.174,0.167,47.5,42.9,36.1,0.158,0.208,0.165,30
Crowe, Wil,640444,PIT,SIFT,Sinker,0.3,1,257,11.8,70,0.277,0.523,0.365,12.9,11.4,15.4,0.293,0.49,0.359,35.1
Gomber, Austin,596295,COL,CUKC,Curveball,0.7,2,289,15.6,70,0.182,0.318,0.231,33,45.7,26,0.148,0.25,0.189,28.6
Feyereisen, J.P.,656420,TB,CH,Changeup,-0.7,-1,196,19.9,70,0.145,0.258,0.234,40.2,32.9,21.5,0.189,0.305,0.259,40
Misiewicz, Anthony,664948,SEA,CUKC,Curveball,0.4,1,281,31.4,70,0.212,0.364,0.302,32.8,30,17.1,0.196,0.349,0.264,39.1
Moore, Matt,519043,PHI,CH,Changeup,2,5,241,19.2,70,0.222,0.46,0.322,36.7,31.4,21.4,0.193,0.374,0.278,35.7
Voth, Austin,608723,WSH,CUKC,Curveball,1.8,5,272,26.6,69,0.254,0.463,0.328,30,26.1,18,0.278,0.474,0.33,30.6
Kaprielian, James,621076,OAK,CH,Changeup,0.4,1,316,15.6,69,0.25,0.406,0.329,23,20.3,15.1,0.271,0.47,0.343,50
Jiménez, Joe,641729,DET,SL,Slider,1.8,5,285,32.9,69,0.217,0.417,0.326,43,33.3,24,0.157,0.266,0.24,28.9
Head, Louis,545343,TB,SL,Slider,-1.2,-3,257,47.1,69,0.177,0.242,0.236,31.6,31.9,21.6,0.171,0.231,0.228,20
Álvarez, José,501625,SF,CH,Changeup,-0.7,-2,272,28,69,0.215,0.246,0.236,29.8,18.8,14.3,0.224,0.305,0.25,18.9
García, Jarlín,606424,SF,CH,Changeup,-1.6,-4,246,24.6,69,0.182,0.348,0.231,23.1,20.3,20,0.229,0.35,0.253,29.6
Gray, Josiah,680686,WSH,CUKC,Curveball,-0.1,0,304,25.1,69,0.172,0.359,0.268,47.8,47.8,31.7,0.144,0.257,0.22,29
Civale, Aaron,650644,CLE,FS,Splitter,0.3,1,264,13.8,69,0.219,0.484,0.323,28.9,18.8,14,0.257,0.452,0.33,27.5
Hader, Josh,623352,MIL,SL,Slider,-2.3,-6,268,27.8,69,0.159,0.238,0.217,57.3,49.3,35.1,0.158,0.232,0.214,13.8
Wells, Tyler,669330,BAL,SL,Slider,0.3,1,241,27,69,0.197,0.348,0.252,31.6,30.4,23.9,0.186,0.283,0.222,33.3
Crick, Kyle,605195,PIT,SL,Slider,-1.5,-4,264,60.8,69,0.207,0.224,0.246,30.3,26.1,20.9,0.215,0.269,0.264,23.3
Díaz, Yennsy,660546,NYM,FF,4-Seamer,0.1,0,287,64.2,69,0.263,0.439,0.359,25.6,18.8,17.1,0.221,0.36,0.318,44.4
González, Victor,624647,LAD,SL,Slider,0.4,1,247,44.3,68,0.23,0.361,0.284,40.5,32.4,25,0.229,0.383,0.292,22
Davis, Wade,451584,KC,FF,4-Seamer,0.4,1,310,40.3,68,0.293,0.534,0.378,13.4,13.2,13.8,0.313,0.567,0.403,50
Woodford, Jake,663765,STL,SL,Slider,1.3,3,260,22.5,68,0.27,0.365,0.308,30.6,32.4,23.2,0.213,0.356,0.276,31.7
Valdez, Framber,664285,HOU,CH,Changeup,-0.2,0,252,12.1,68,0.258,0.47,0.328,32.8,17.6,28.6,0.243,0.364,0.269,40
Patton, Spencer,607359,TEX,SL,Slider,-1.4,-3,237,33.6,68,0.185,0.277,0.235,30.5,33.8,24.2,0.18,0.266,0.213,26.2
Helsley, Ryan,664854,STL,FC,Cutter,-1.8,-5,279,34.7,68,0.158,0.263,0.264,45.2,36.8,28.4,0.162,0.266,0.267,28.1
Barnes, Charlie,656212,MIN,CH,Changeup,2.1,4,191,29.2,68,0.323,0.492,0.38,16.5,7.4,9.3,0.296,0.511,0.36,31.7
Stammen, Craig,489334,SD,FC,Cutter,-0.5,-1,289,22.1,68,0.156,0.25,0.219,31.5,29.4,23.5,0.222,0.356,0.275,38.6
Holland, Derek,502706,DET,CUKC,Curveball,0.6,2,282,33.8,68,0.333,0.591,0.391,37.2,27.9,23.5,0.231,0.401,0.271,41.7
Farrell, Luke,608652,MIN,SL,Slider,-1.6,-4,244,51.6,68,0.21,0.403,0.298,33.9,27.9,24.1,0.218,0.387,0.295,32.6
Garza, Justin,621057,CLE,SIFT,Sinker,0.7,2,250,49.7,68,0.222,0.389,0.335,26.5,25,23.3,0.254,0.503,0.387,48.7
Romo, Sergio,489265,OAK,SIFT,Sinker,-0.4,-1,328,31.4,68,0.246,0.377,0.316,20.6,5.9,8.7,0.224,0.342,0.29,22.4
Matzek, Tyler,554431,ATL,SL,Slider,-0.8,-2,285,26.8,68,0.131,0.213,0.204,52.5,50,25.2,0.126,0.158,0.183,18.5
Castellanos, Humberto,528748,ARI,SIFT,Sinker,1.6,4,248,34.2,68,0.371,0.516,0.41,11.6,11.8,17,0.279,0.42,0.329,41.8
Slegers, Aaron,642083,LAA,SIFT,Sinker,3.9,9,235,41.2,67,0.433,0.783,0.533,24.8,11.9,14.8,0.313,0.537,0.392,43.4
Glasnow, Tyler,607192,TB,SL,Slider,-0.7,-3,431,32.2,67,0.203,0.438,0.287,46.6,26.9,23.1,0.236,0.519,0.334,45.7
Webb, Jacob,657097,ATL,CH,Changeup,-1.6,-4,262,46.1,67,0.27,0.429,0.317,39.4,23.9,19.3,0.218,0.298,0.246,14.6
Hendrix, Ryan,641682,CIN,FF,4-Seamer,1.9,5,237,43.9,67,0.375,0.732,0.495,7.7,7.5,17.9,0.36,0.632,0.454,53.8
Keller, Mitch,656605,PIT,CUKC,Curveball,4.8,13,270,14.5,67,0.452,0.565,0.465,12.8,11.9,9.8,0.39,0.542,0.425,50
Snell, Blake,605483,SD,CUKC,Curveball,0.8,3,311,13.3,67,0.2,0.345,0.316,47.4,41.8,21.9,0.204,0.365,0.322,48.1
Sánchez, Miguel,667376,MIL,CH,Changeup,-0.9,-2,241,51.3,67,0.197,0.246,0.246,29.1,26.9,20.7,0.208,0.269,0.256,34.1
Alzolay, Adbert,640470,CHC,FF,4-Seamer,0.9,3,361,18.5,67,0.267,0.65,0.408,26.8,23.9,17.8,0.311,0.603,0.412,55.6
Davis, Wade,451584,KC,FC,Cutter,0.9,2,246,32,67,0.264,0.434,0.363,31.6,25.4,24.3,0.234,0.423,0.359,47.4
Darvish, Yu,506433,SD,SIFT,Sinker,0.4,1,229,8.3,67,0.15,0.333,0.254,20,34.3,25.8,0.159,0.316,0.252,32.4
Sandoval, Patrick,663776,LAA,SIFT,Sinker,0.2,0,271,18.8,67,0.25,0.429,0.384,18.7,11.9,15.4,0.277,0.454,0.375,43.8
Velasquez, Vince,592826,SD,CUKC,Curveball,-1,-3,291,16.6,67,0.222,0.397,0.289,21.1,23.9,16,0.266,0.413,0.314,42.6
Petit, Yusmeiro,433589,OAK,CH,Changeup,-2.2,-4,191,17.7,66,0.175,0.397,0.252,27.9,15.2,19.2,0.236,0.45,0.302,22.2
Anderson, Chase,502624,PHI,FF,4-Seamer,2.2,6,276,32.4,66,0.286,0.732,0.476,23,12.1,9.4,0.304,0.709,0.464,43.8
Lauer, Eric,641778,MIL,CUKC,Curveball,-1.5,-4,284,14.5,66,0.154,0.215,0.188,18.9,25.8,18.1,0.2,0.294,0.214,28.6
Santana, Dennis,642701,TEX,SL,Slider,-2.2,-6,284,31.2,66,0.182,0.255,0.257,31.2,28.8,19.8,0.156,0.274,0.255,18.4
Martínez, Carlos,593372,STL,FC,Cutter,0.4,1,273,21.3,66,0.323,0.532,0.405,14.5,1.5,3.4,0.349,0.593,0.416,34.4
Iglesias, Raisel,628452,LAA,SL,Slider,-1.6,-5,326,30.8,66,0.206,0.333,0.253,51,40.9,30,0.172,0.275,0.214,25
Abreu, Bryan,650556,HOU,FF,4-Seamer,-0.1,0,310,45,66,0.273,0.418,0.379,23.9,12.1,11.4,0.274,0.428,0.367,34
Sandoval, Patrick,663776,LAA,SL,Slider,-1.4,-3,248,17.2,66,0.188,0.313,0.229,38.3,33.3,25,0.212,0.31,0.24,28.6
Bundy, Dylan,605164,LAA,CH,Changeup,2.8,6,209,13.7,66,0.288,0.441,0.372,27.8,19.7,18.8,0.267,0.405,0.33,42.6
Brach, Brad,542960,CIN,FF,4-Seamer,1.2,3,274,47.3,66,0.255,0.527,0.398,24.4,30.3,18.3,0.206,0.451,0.339,38.9
Barlow, Scott,605130,KC,CUKC,Curveball,-1.8,-4,248,20.3,66,0.159,0.222,0.179,42.2,51.5,28.8,0.14,0.199,0.16,26.7
Houser, Adrian,605288,MIL,CUKC,Curveball,1.3,5,338,14.4,66,0.279,0.41,0.355,24,19.7,12.4,0.284,0.459,0.347,43.8
Barnes, Charlie,656212,MIN,SIFT,Sinker,1.6,5,289,44.1,66,0.32,0.48,0.437,8.2,7.6,8.6,0.339,0.569,0.453,53.2
Finnegan, Kyle,640448,WSH,SL,Slider,0.2,0,235,19.4,65,0.224,0.259,0.273,34.1,27.7,20,0.175,0.224,0.224,17.1
Canning, Griffin,656288,LAA,CH,Changeup,-0.5,-1,229,21.2,65,0.276,0.362,0.325,34.8,15.4,16.4,0.303,0.413,0.352,35.4
Hernández, Carlos,672578,KC,CUKC,Curveball,0.7,2,267,18.6,65,0.267,0.3,0.314,29.5,27.7,19.1,0.225,0.342,0.278,31
Martínez, Carlos,593372,STL,CH,Changeup,1.5,3,173,13.5,65,0.186,0.271,0.245,30.1,30.8,29.9,0.203,0.281,0.256,43.6
Whitley, Kodi,676831,STL,FF,4-Seamer,-1.6,-4,228,56.9,65,0.192,0.288,0.285,25,30.8,24.4,0.207,0.344,0.306,35.3
Payamps, Joel,606303,KC,SL,Slider,1.1,3,244,29.5,65,0.266,0.469,0.332,23.1,18.5,13.8,0.243,0.413,0.287,32.7
Cabrera, Génesis,650893,STL,SIFT,Sinker,0.1,0,234,19.6,65,0.268,0.321,0.304,14.9,21.5,19.2,0.21,0.28,0.273,31.8
Loáisiga, Jonathan,642528,NYY,CH,Changeup,-0.3,-1,200,18.4,65,0.167,0.317,0.245,40.2,35.4,28.4,0.166,0.242,0.207,15.8
Barnes, Jacob,606930,TOR,FF,4-Seamer,-0.7,-2,313,54.9,65,0.276,0.466,0.367,21.6,20,14.8,0.221,0.427,0.312,37
Cortes, Nestor,641482,NYY,SL,Slider,-0.4,-1,306,20.1,65,0.233,0.467,0.34,26.1,20,18.6,0.179,0.331,0.247,22.9
Chapman, Aroldis,547973,NYY,SL,Slider,0,0,268,26.7,65,0.173,0.365,0.318,43.1,33.8,29.3,0.153,0.378,0.3,34.4
Karinchak, James,675916,CLE,CUKC,Curveball,-2,-7,332,32.2,65,0.133,0.233,0.215,40.7,47.7,27.4,0.147,0.203,0.195,31
Burr, Ryan,621114,CWS,FC,Cutter,-2.8,-7,238,40.1,65,0.203,0.237,0.223,33.3,29.2,22.9,0.226,0.303,0.256,45.2
Stanek, Ryne,592773,HOU,FS,Splitter,-2,-5,254,21.8,65,0.133,0.2,0.198,42.7,44.6,25,0.193,0.317,0.266,41.9
Civale, Aaron,650644,CLE,SIFT,Sinker,1.6,3,199,10.4,65,0.309,0.618,0.423,9.2,18.5,19,0.303,0.588,0.414,55.6
Head, Louis,545343,TB,FF,4-Seamer,-2.1,-6,286,52.4,65,0.172,0.259,0.234,21.1,15.4,13.7,0.207,0.452,0.305,34
Sims, Lucas,608371,CIN,SL,Slider,-1.4,-4,266,32.6,64,0.207,0.362,0.263,44,35.9,27.1,0.161,0.228,0.199,29.7
Ober, Bailey,641927,MIN,CH,Changeup,0,0,192,13,64,0.258,0.419,0.304,18.4,14.1,14.8,0.3,0.49,0.348,26.4
Smith, Riley,642092,ARI,CH,Changeup,1.5,3,182,17,64,0.311,0.574,0.375,12.1,12.5,16,0.3,0.538,0.357,29.1
Woodruff, Brandon,605540,MIL,SL,Slider,-0.4,-1,244,8.7,64,0.242,0.435,0.298,30.6,23.4,25,0.233,0.35,0.248,34.7
Milner, Hoby,571948,MIL,SIFT,Sinker,2.2,5,221,56.2,64,0.377,0.672,0.455,16.7,23.4,22.7,0.333,0.597,0.402,42.6
Kershaw, Clayton,477132,LAD,CUKC,Curveball,0,0,273,15.1,64,0.172,0.297,0.228,32.7,37.5,27.9,0.173,0.283,0.194,22.5
Garcia, Luis,677651,HOU,SL,Slider,-2,-6,309,12.4,64,0.133,0.167,0.156,41,31.3,19.6,0.153,0.205,0.194,22
Luetge, Lucas,476595,NYY,SL,Slider,-0.2,-1,282,22.7,64,0.25,0.483,0.376,24.8,15.6,15.2,0.289,0.487,0.352,30
Bassitt, Chris,605135,OAK,CUKC,Curveball,-2.5,-4,155,6.5,64,0.143,0.27,0.182,38.8,50,26.9,0.164,0.251,0.186,29
Rodriguez, Jefry,622446,WSH,FF,4-Seamer,-0.1,0,212,51.5,64,0.226,0.34,0.338,22.5,23.4,25.9,0.194,0.291,0.293,34.2
McHugh, Collin,543521,TB,FC,Cutter,-1.3,-4,321,33,64,0.29,0.355,0.29,31.7,17.2,25,0.267,0.347,0.271,38.5
Pop, Zach,647315,MIA,SL,Slider,2.3,7,302,32.3,64,0.283,0.367,0.31,31.1,23.4,15.3,0.276,0.424,0.325,40
Neris, Héctor,593576,PHI,SIFT,Sinker,0.4,1,235,18.9,64,0.271,0.373,0.341,14.9,9.4,13.6,0.236,0.305,0.273,18.9
Maton, Phil,664208,HOU,SL,Slider,2,5,226,19.3,64,0.373,0.542,0.423,27,17.2,22.9,0.212,0.353,0.269,38.8
Tate, Dillon,622253,BAL,SL,Slider,-1.1,-3,246,23.6,64,0.197,0.328,0.224,33.9,28.1,22.5,0.212,0.325,0.261,26.7
Santiago, Héctor,502327,SEA,FF,4-Seamer,-0.5,-2,321,65.4,64,0.241,0.315,0.303,26.9,26.6,17.2,0.199,0.278,0.275,42.1
Yardley, Eric,642233,MIL,SIFT,Sinker,-0.8,-2,230,73,63,0.231,0.346,0.325,8.6,3.2,4.7,0.265,0.396,0.344,44.2
Poteet, Cody,547001,MIA,FF,4-Seamer,-1.2,-3,268,48.8,63,0.212,0.385,0.331,18.9,23.8,19.5,0.244,0.44,0.359,48.6
Sandlin, Nick,680704,CLE,SL,Slider,-1.2,-3,280,46.4,63,0.1,0.2,0.259,47.7,39.7,29.1,0.105,0.174,0.239,12
Tepera, Ryan,572193,CWS,FF,4-Seamer,-2.6,-8,315,33.2,63,0.179,0.25,0.257,18.2,20.6,19.1,0.171,0.291,0.252,32.6
Yang, Hyeon-Jong,660365,TEX,FF,4-Seamer,0.1,0,271,45.8,63,0.34,0.453,0.417,18.5,11.1,13.2,0.317,0.502,0.406,39.1
Woodford, Jake,663765,STL,FF,4-Seamer,1.4,4,258,22.3,63,0.25,0.385,0.314,16.4,17.5,11,0.246,0.344,0.302,47.7
Ramirez, Yohan,670990,SEA,FF,4-Seamer,0,0,234,53.7,63,0.22,0.48,0.366,22.4,15.9,22.7,0.217,0.456,0.357,31
Gallen, Zac,668678,ARI,CUKC,Curveball,0.3,1,262,12.5,63,0.21,0.355,0.262,37.4,44.4,25.9,0.205,0.317,0.232,50
Peralta, Wily,503449,DET,SL,Slider,0.9,3,349,22.5,63,0.278,0.574,0.406,30.4,14.3,12.2,0.264,0.498,0.37,27.7
Zuber, Tyler,676604,KC,FF,4-Seamer,2.1,6,293,57.9,63,0.298,0.553,0.436,26.8,19,15.8,0.331,0.703,0.497,61.1
Mills, Alec,621219,CHC,SL,Slider,0.7,2,244,12.6,63,0.203,0.22,0.202,29.9,39.7,19.8,0.209,0.255,0.217,22.2
Sale, Chris,519242,BOS,SL,Slider,-0.6,-1,232,31.5,63,0.158,0.228,0.233,32,36.5,20.9,0.191,0.266,0.247,20.6
Abreu, Bryan,650556,HOU,SL,Slider,1.9,5,256,37.2,63,0.246,0.456,0.338,38,28.6,22.5,0.253,0.423,0.332,45
Wittgren, Nick,621295,CLE,CH,Changeup,3.7,9,235,23.1,63,0.311,0.492,0.37,27.6,23.8,26.8,0.308,0.474,0.347,63
Lugo, Seth,607625,NYM,FF,4-Seamer,-3.3,-7,213,29.2,63,0.164,0.2,0.229,41.3,42.9,30.3,0.178,0.241,0.246,39.3
Wieck, Brad,623364,CHC,FF,4-Seamer,-3.2,-8,248,84.6,63,0.189,0.245,0.271,27.2,34.9,28.9,0.18,0.271,0.273,35.5
Civale, Aaron,650644,CLE,SL,Slider,1,2,232,12.2,62,0.276,0.5,0.353,20.9,9.7,7.5,0.274,0.487,0.346,38.5
Coulombe, Danny,543056,MIN,SL,Slider,0.2,0,222,42,62,0.246,0.474,0.344,28.5,25.8,22.2,0.231,0.425,0.305,35.7
Hentges, Sam,656529,CLE,SL,Slider,1.2,4,301,23.9,62,0.309,0.527,0.38,41.8,29,27.7,0.241,0.422,0.326,33.3
Abreu, Albert,656061,NYY,SIFT,Sinker,0.5,1,212,33,62,0.231,0.385,0.334,14.1,16.1,17.2,0.242,0.407,0.345,26.2
Kelly, Joe,523260,LAD,SIFT,Sinker,-0.5,-1,241,33.8,62,0.167,0.229,0.294,14.1,12.9,17.8,0.239,0.28,0.336,34.1
Chargois, JT,608638,TB,SIFT,Sinker,-1.3,-4,318,36.3,62,0.264,0.321,0.327,12.4,6.5,7.7,0.268,0.331,0.324,34.7
Middleton, Keynan,641871,SEA,FF,4-Seamer,1.2,4,306,57.7,62,0.298,0.404,0.402,31.8,19.4,16.2,0.262,0.472,0.404,37.1
Ryan, Joe,657746,MIN,FF,4-Seamer,0,0,271,65.8,62,0.172,0.362,0.259,20.3,27.4,19.8,0.202,0.462,0.305,41.5
Buehler, Walker,621111,LAD,SIFT,Sinker,-1.3,-3,234,7.4,62,0.241,0.31,0.29,15,4.8,8.8,0.256,0.354,0.293,43.6
Harvey, Matt,518774,BAL,CUKC,Curveball,2.3,7,312,14,61,0.304,0.589,0.391,32.5,21.3,13.7,0.26,0.41,0.312,31.8
Hudson, Daniel,543339,SD,SL,Slider,-1.5,-4,249,28.8,61,0.136,0.339,0.212,50,52.5,31.1,0.123,0.268,0.18,29.6
Eshelman, Thomas,664045,BAL,SIFT,Sinker,2.1,4,190,43.1,61,0.364,0.564,0.429,7.9,8.2,14.3,0.333,0.523,0.398,42
Dunn, Justin,643290,SEA,CUKC,Curveball,-1.2,-3,280,32.2,61,0.204,0.222,0.237,29.4,29.5,25,0.156,0.247,0.224,21.6
Garcia, Luis,677651,HOU,CH,Changeup,0,0,276,11,61,0.224,0.414,0.294,39.1,26.2,22.9,0.208,0.347,0.249,20.9
Foltynewicz, Mike,592314,TEX,CH,Changeup,1.9,5,283,12.7,61,0.291,0.564,0.389,32.9,13.1,12.5,0.299,0.537,0.381,47.9
Yarbrough, Ryan,642232,TB,SIFT,Sinker,-0.8,-3,336,13.5,61,0.321,0.429,0.347,9.8,4.9,10.7,0.349,0.564,0.41,46.3
Chavez, Jesse,445926,ATL,SIFT,Sinker,-4.7,-9,185,35,61,0.143,0.143,0.167,13.1,29.5,31,0.174,0.248,0.205,40
Martin, Brett,656685,TEX,SL,Slider,-2.2,-5,225,24.5,61,0.22,0.322,0.258,32.8,26.2,19.8,0.254,0.39,0.284,36.4
Kim, Kwang Hyun,547942,STL,CH,Changeup,1.1,2,210,11.8,61,0.246,0.456,0.339,27.7,14.8,21.4,0.242,0.431,0.315,25
Houser, Adrian,605288,MIL,FF,4-Seamer,-0.4,-1,316,13.4,61,0.208,0.415,0.307,27,32.8,16.4,0.163,0.333,0.258,28.6
Widener, Taylor,642203,ARI,SL,Slider,0.4,1,212,17.4,61,0.228,0.421,0.317,27.1,32.8,23.5,0.204,0.362,0.27,40.5
Holloway, Jordan,656548,MIA,SL,Slider,-1.5,-4,274,41.3,61,0.132,0.226,0.228,33.6,24.6,21.4,0.142,0.234,0.225,23.1
Gil, Luis,661563,NYY,SL,Slider,-3.3,-7,209,39.3,60,0.135,0.192,0.217,37.5,40,28.2,0.149,0.235,0.235,32.1
Burnes, Corbin,669203,MIL,SIFT,Sinker,0.8,2,236,9.1,60,0.211,0.298,0.248,21.3,25,17.4,0.203,0.267,0.218,39.5
Cisnero, José,542585,DET,SIFT,Sinker,-2.8,-8,273,25.6,60,0.167,0.204,0.197,13.9,8.3,11.6,0.262,0.361,0.298,27.5
Leone, Dominic,608678,SF,SL,Slider,-3.2,-8,235,27.6,60,0.091,0.091,0.122,46.2,40,22.4,0.115,0.152,0.16,21.9
Gil, Luis,661563,NYY,FF,4-Seamer,-0.3,-1,284,53.4,60,0.24,0.38,0.339,27.9,21.7,18.3,0.23,0.412,0.343,43.2
Wick, Rowan,592858,CHC,FF,4-Seamer,0.3,1,249,62.3,60,0.182,0.205,0.301,26.1,28.3,28.8,0.16,0.274,0.314,39.3
Johnson, Pierce,572955,SD,FF,4-Seamer,0.3,1,340,32.5,60,0.267,0.4,0.406,24.8,26.7,12.7,0.167,0.272,0.315,27.6
Muller, Kyle,666205,ATL,FF,4-Seamer,-0.4,-1,280,41.4,60,0.275,0.373,0.354,18.3,15,13.8,0.247,0.363,0.322,51.2
Smyly, Drew,592767,ATL,FC,Cutter,0.8,2,243,11.4,60,0.231,0.442,0.347,22.5,15,15,0.324,0.632,0.436,44.4
Armstrong, Shawn,542888,TB,FC,Cutter,2.4,5,225,32.8,60,0.296,0.574,0.392,33.1,18.3,19.6,0.271,0.497,0.363,41.9
