year,last_name, first_name,player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,Diaz, Miguel,622766,R,CH,359,86,1760,18.4,0.9488445066031285,0.9335270416208878,117.21080470411331,96.00007868280935,Changeup,93,120,165,21.21072602130397,21.21072602130394,-45,2,0,2,45,0,45,2:00,2:45,-0H 45M
,Manaea, Sean,640455,L,CH,698,84.5,1378,14.2,0.7999139959072314,0.9473089076408432,231.5598535988671,248.60584548300852,Changeup,95,615,585,-17.045991884141415,17.045991884141436,30,10,15,9,45,0,30,10:15,9:45,+0H 30M
,Matz, Steven,571927,L,CH,597,85.1,2260,16.9,0.7638893760253618,0.8648248471951064,262.3626830125651,264.23750168120046,Changeup,86,555,555,-1.8748186686353279,1.8748186686352921,0,9,15,9,15,0,0,9:15,9:15, 0H 00M
,Watson, Tony,453265,L,CH,277,85.9,2355,21.6,0.963339798939862,0.9911981003437196,254.18003374851503,254.84773898087414,Changeup,99,570,570,-0.6677052323591113,0.6677052323591295,0,9,30,9,30,0,0,9:30,9:30, 0H 00M
,Davies, Zach,605200,R,CH,846,78.5,1700,15.9,0.7968125576077626,0.9692449817551643,108.80550643059092,113.84373347888338,Changeup,97,135,135,-5.038227048292455,5.038227048292464,0,2,15,2,15,0,0,2:15,2:15, 0H 00M
,Plesac, Zach,668676,R,CH,539,85.8,1602,16,0.8556107167811028,0.9883073403957723,130.03600597172448,125.46800437070668,Changeup,99,105,105,4.568001601017798,4.568001601017795,0,1,45,1,45,0,0,1:45,1:45, 0H 00M
,Wilson, Bryse,669060,R,CH,225,86.8,1576,14.7,0.8131593969108734,0.9665517129806359,122.36671614064502,107.17370085569546,Changeup,97,120,150,15.193015284949567,15.193015284949581,-30,2,0,2,30,0,30,2:00,2:30,-0H 30M
,Flexen, Chris,623167,R,CH,428,82.7,1326,15.4,0.8776624950716523,0.9846687480136432,142.48156553787675,122.77974016338455,Changeup,98,75,120,19.701825374492202,19.70182537449218,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Dunning, Dane,641540,R,CH,247,84.5,1935,19,0.9258210972807638,0.9897471842451685,111.87313258304198,104.68141891817868,Changeup,99,135,150,7.1917136648633,7.191713664863295,-15,2,15,2,30,0,15,2:15,2:30,-0H 15M
,Lynch, Daniel,663738,L,CH,204,84.7,1720,17.4,0.9028170067911327,0.994758211114557,241.0555819165046,230.68461038066016,Changeup,99,600,615,10.370971535844433,10.37097153584445,-15,10,0,10,15,0,15,10:00,10:15,-0H 15M
,Ryu, Hyun Jin,547943,L,CH,682,79.9,1511,15.8,0.8345595197938956,0.9925841552001475,244.99716384732235,251.0833305902693,Changeup,99,585,585,-6.0861667429469435,6.086166742946971,0,9,45,9,45,0,0,9:45,9:45, 0H 00M
,Anderson, Ian,666120,R,CH,679,88.1,1646,15.4,0.8365259990339126,0.9858176788287201,143.70455827364538,135.94156760469724,Changeup,99,75,90,7.7629906689481345,7.762990668948142,-15,1,15,1,30,0,15,1:15,1:30,-0H 15M
,Cueto, Johnny,456501,R,CH,421,82.7,1336,12.7,0.7272588586903385,0.7974571370810956,126.93651782257933,101.76440746350704,Changeup,80,105,150,25.172110359072292,25.172110359072263,-45,1,45,2,30,0,45,1:45,2:30,-0H 45M
,Lyles, Jordan,543475,R,CH,214,86.4,1594,16.8,0.9103607030723989,0.9839635040555039,128.1297329216363,119.28087326704991,Changeup,98,105,120,8.848859654586391,8.848859654586395,-15,1,45,2,0,0,15,1:45,2:00,-0H 15M
,López, Jorge,605347,R,CH,298,88.5,1614,16.7,0.8996758918046305,0.9827647752746157,117.21538415299096,107.90311554654554,Changeup,98,120,150,9.312268606445429,9.312268606445436,-30,2,0,2,30,0,30,2:00,2:30,-0H 30M
,Fleming, Josh,676596,L,CH,340,81.8,1602,14.5,0.7474492995159666,0.8240419886360384,246.2143331668106,276.2825421509449,Changeup,82,585,525,-30.068208984134287,30.0682089841343,60,9,45,8,45,1,0,9:45,8:45,+1H 00M
,Suarez, José,660761,L,CH,448,82.3,1591,11,0.5760066674222211,0.816196344671206,237.2003314439377,227.52683337296475,Changeup,82,600,630,9.673498070972954,9.673498070972903,-30,10,0,10,30,0,30,10:00,10:30,-0H 30M
,Ureña, José,570632,R,CH,221,89.7,1677,16.6,0.8915374342809944,0.9541201972981863,132.74185146893382,120.89462322653216,Changeup,95,90,120,11.847228242401656,11.84722824240165,-30,1,30,2,0,0,30,1:30,2:00,-0H 30M
,Urías, Julio,628711,L,CH,479,86.8,1920,16.5,0.8301267164487642,0.8990927847298494,228.11003401998371,248.6498518403484,Changeup,90,630,585,-20.539817820364675,20.539817820364703,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,Allard, Kolby,663465,L,CH,344,83.6,1602,17.3,0.9128847188273013,0.9899714629013806,234.484395151768,239.85307135074584,Changeup,99,615,600,-5.368676198977823,5.3686761989778695,15,10,15,10,0,0,15,10:15,10:00,+0H 15M
,Boyd, Matthew,571510,L,CH,281,79.9,1857,17.6,0.843146404005185,0.8744573430108986,233.10346689454633,255.72942132034512,Changeup,87,615,570,-22.625954425798795,22.625954425798813,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,Scherzer, Max,453286,R,CH,417,85,1447,16.1,0.9062703546581375,0.9839998749987691,111.64276690661066,98.97236079373498,Changeup,98,135,165,12.670406112875682,12.670406112875678,-30,2,15,2,45,0,30,2:15,2:45,-0H 30M
,Happ, J.A.,457918,L,CH,318,86.1,1655,16.8,0.9008976004429038,0.9607957091531987,229.68546201520923,243.2703777725793,Changeup,96,615,600,-13.584915757370084,13.58491575737011,15,10,15,10,0,0,15,10:15,10:00,+0H 15M
,López, Pablo,641154,R,CH,534,88,1946,18.4,0.8986653247013655,0.9046010663351969,117.64360605266364,94.6276909536303,Changeup,90,120,165,23.015915099033336,23.015915099033336,-45,2,0,2,45,0,45,2:00,2:45,-0H 45M
,Skubal, Tarik,669373,L,CH,306,82.1,1441,14.6,0.8110860570851518,0.9778067777606454,216.39916250322202,219.2697462311608,Changeup,98,645,645,-2.8705837279387936,2.870583727938805,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,Hearn, Taylor,621368,L,CH,205,86.8,1725,13.3,0.6925623371339308,0.8444492652889449,213.47819268525458,241.73350249292542,Changeup,84,660,600,-28.25530980767084,28.25530980767085,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,Megill, Tylor,656731,R,CH,325,85.4,1496,15.8,0.8756086787595618,0.9815392517621628,129.21778363722268,117.97167442153659,Changeup,98,105,120,11.24610921568609,11.246109215686081,-15,1,45,2,0,0,15,1:45,2:00,-0H 15M
,Greinke, Zack,425844,R,CH,540,86.4,1594,14,0.7470747717568539,0.844111371560184,136.3988593996856,103.04802634830536,Changeup,84,90,150,33.350833051380235,33.350833051380214,-60,1,30,2,30,1,0,1:30,2:30,-1H 00M
,Houser, Adrian,605288,R,CH,258,87.7,2069,17.9,0.8654735047844853,0.8784648012933848,133.06081104242136,110.07929045104484,Changeup,88,90,135,22.981520591376523,22.981520591376526,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Heaney, Andrew,571760,L,CH,402,83.8,2036,19.1,0.89644217095491,0.9922464724758002,244.0756150202713,251.36169516959205,Changeup,99,585,570,-7.286080149320753,7.286080149320758,15,9,45,9,30,0,15,9:45,9:30,+0H 15M
,Banda, Anthony,607455,L,CH,227,86.2,1780,16.7,0.8534745534818813,0.9606059191803265,247.94642654282438,252.79083973494156,Changeup,96,585,570,-4.844413192117173,4.844413192117182,15,9,45,9,30,0,15,9:45,9:30,+0H 15M
,Gomber, Austin,596295,L,CH,352,83.1,1655,14.6,0.8082933094998298,0.9634090441220446,237.6769562107867,225.7735547079715,Changeup,96,600,630,11.9034015028152,11.903401502815194,-30,10,0,10,30,0,30,10:00,10:30,-0H 30M
,Quantrill, Cal,615698,R,CH,315,85,1354,14.3,0.8356344763818434,0.9728805313763674,132.11183613074422,125.72872846002065,Changeup,97,90,105,6.383107670723575,6.383107670723571,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,Rodón, Carlos,607074,L,CH,273,85.2,1670,17.7,0.9174064647901381,0.9887676776081734,236.35988866900652,233.58684303177705,Changeup,99,600,615,2.7730456372294725,2.773045637229507,-15,10,0,10,15,0,15,10:00,10:15,-0H 15M
,Bassitt, Chris,605135,R,CH,241,85.3,1957,20,0.9534962692295617,0.9581534885863701,125.5798035218575,108.77933830095468,Changeup,96,105,135,16.800465220902822,16.80046522090283,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Paddack, Chris,663978,R,CH,487,85.3,1795,15.9,0.7946925203762615,0.9296895603563549,116.17521952863513,113.02280434642608,Changeup,93,135,135,3.1524151822090403,3.152415182209042,0,2,15,2,15,0,0,2:15,2:15, 0H 00M
,Burnes, Corbin,669203,R,CH,242,90.7,1873,16.1,0.8298234596690995,0.7758145555646037,142.10899419098166,113.55260991840308,Changeup,78,75,135,28.556384272578583,28.556384272578565,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M
,Valdez, César,491624,R,CH,554,77.9,1771,13,0.6241201378045257,0.716000421527755,79.81373323653588,51.908647390809705,Changeup,72,195,255,27.905085845726177,27.905085845726177,-60,3,15,4,15,1,0,3:15,4:15,-1H 00M
,Norris, Daniel,596057,L,CH,225,86.9,1425,13.4,0.7667772617714472,0.766828510175993,246.04616374130813,279.1415963232922,Changeup,77,585,525,-33.095432581984085,33.09543258198408,60,9,45,8,45,1,0,9:45,8:45,+1H 00M
,Guerra, Deolis,500610,R,CH,333,81.7,1491,14.8,0.7906930910340276,0.9202069466550075,121.54737420518693,110.16946813770078,Changeup,92,120,135,11.377906067486151,11.377906067486158,-15,2,0,2,15,0,15,2:00,2:15,-0H 15M
,Robles, Hansel,570663,R,CH,335,89.3,1559,16.6,0.9219711376577889,0.9526703144492926,131.66165948511818,114.13165467335807,Changeup,95,90,135,17.530004811760108,17.53000481176009,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Urquidy, José,664353,R,CH,297,84.4,1913,18.9,0.9225605506122426,0.9765759298389286,122.28079059395364,120.02142768972905,Changeup,98,120,120,2.259362904224588,2.2593629042246035,0,2,0,2,0,0,0,2:00,2:00, 0H 00M
,Freeland, Kyle,607536,L,CH,322,85.8,1544,13.3,0.788424262056168,0.9119073237071675,223.59484248938153,241.76333292808872,Changeup,91,630,600,-18.16849043870718,18.168490438707213,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,Giolito, Lucas,608337,R,CH,921,81.5,1483,16,0.8752130554307119,0.9868838739420153,136.87099388705633,137.61478304171703,Changeup,99,90,90,-0.7437891546607034,0.7437891546606822,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,Castillo, Luis,622491,R,CH,914,88.4,1967,17.6,0.8746792750389,0.8706445980442578,111.34247667807254,88.48484309630885,Changeup,87,135,180,22.857633581763693,22.8576335817637,-45,2,15,3,0,0,45,2:15,3:00,-0H 45M
,Andriese, Matt,542882,R,CH,287,86,2201,4.9,0.22344923481553997,0.24304702093919098,96.98020275503777,84.18591853851468,Changeup,24,165,195,12.794284216523081,12.794284216523078,-30,2,45,3,15,0,30,2:45,3:15,-0H 30M
,Kelly, Merrill,518876,R,CH,418,87.3,1970,16.8,0.8321680064521597,0.7912664825370831,128.56762496456662,105.83094576061215,Changeup,79,105,150,22.736679203954466,22.73667920395448,-45,1,45,2,30,0,45,1:45,2:30,-0H 45M
,Wacha, Michael,608379,R,CH,574,86.9,1554,17.1,0.9231483069118079,0.891198828055279,120.13679984659304,119.78945046480828,Changeup,89,120,120,0.3473493817847526,0.34734938178475494,0,2,0,2,0,0,0,2:00,2:00, 0H 00M
,Castro, Miguel,612434,R,CH,262,92.1,2027,19.9,0.9783801907642866,0.9217207740107757,114.24907406156056,92.03576824990509,Changeup,92,135,180,22.213305811655474,22.213305811655477,-45,2,15,3,0,0,45,2:15,3:00,-0H 45M
,Givens, Mychal,571710,R,CH,323,82.3,2166,10.6,0.5127191507563817,0.514923417766014,91.13180709367876,67.3079176647985,Changeup,51,180,225,23.823889428880264,23.823889428880268,-45,3,0,3,45,0,45,3:00,3:45,-0H 45M
,Wittgren, Nick,621295,R,CH,227,85.7,1749,13.2,0.6804402524143096,0.8093355031181759,120.72830273622726,92.00979541030695,Changeup,81,120,180,28.718507325920314,28.718507325920314,-60,2,0,3,0,1,0,2:00,3:00,-1H 00M
,Rogers, Trevor,669432,L,CH,521,84.8,1325,14.4,0.8470857457822834,0.9115530371078844,244.36729100852716,268.7895134800792,Changeup,91,585,540,-24.42222247155206,24.422222471552075,45,9,45,9,0,0,45,9:45,9:00,+0H 45M
,Peralta, Wandy,593974,L,CH,372,87.8,2178,18.7,0.8700237907731857,0.8809313471244746,233.19021397458525,255.98347285234942,Changeup,88,615,570,-22.793258877764174,22.79325887776415,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,Kikuchi, Yusei,579328,L,CH,257,86.3,1458,12.3,0.6793091359552361,0.8728979124192633,223.1367606534949,249.90095968274233,Changeup,87,630,585,-26.764199029247436,26.764199029247447,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,Boxberger, Brad,502202,R,CH,204,82.5,1300,13.3,0.7850315668684619,0.90012170385578,123.98041705398484,104.81206989666393,Changeup,90,105,150,19.16834715732091,19.16834715732092,-45,1,45,2,30,0,45,1:45,2:30,-0H 45M
,Anderson, Brett,474463,L,CH,360,82.2,1435,15.9,0.8876453319183834,0.9405403862165509,226.8244618796531,247.79575302866783,Changeup,94,630,585,-20.971291149014746,20.971291149014743,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,Anderson, Chase,502624,R,CH,250,81.9,2163,21.8,0.9888806243831273,0.9962057770116874,130.28228803300678,127.03037684146506,Changeup,100,105,105,3.2519111915417227,3.2519111915417294,0,1,45,1,45,0,0,1:45,1:45, 0H 00M
,Brogdon, Connor,641401,R,CH,328,84.6,1956,19.6,0.9413131847702849,0.9938305056942435,116.57454806718346,113.52325544847312,Changeup,99,120,135,3.0512926187103346,3.0512926187103218,-15,2,0,2,15,0,15,2:00,2:15,-0H 15M
,Keuchel, Dallas,572971,L,CH,756,79.6,1630,16,0.8154115172407438,0.9040997176951406,230.55886028828934,256.8576581809601,Changeup,90,615,570,-26.298797892670734,26.298797892670756,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,Williams, Devin,642207,R,CH,612,83.7,2817,19,0.7949483693512794,0.789657312401463,78.85700453777046,70.6156766238447,Changeup,79,195,225,8.241327913925758,8.241327913925764,-30,3,15,3,45,0,30,3:15,3:45,-0H 30M
,Valdez, Framber,664285,L,CH,216,87.5,1500,13.8,0.7690247779839869,0.7516568314832144,235.751498221806,268.3280382855021,Changeup,75,615,540,-32.576540063696086,32.576540063696044,75,10,15,9,0,1,15,10:15,9:00,+1H 15M
,Peralta, Freddy,642547,R,CH,210,88.1,1631,15.8,0.8570821313436464,0.9315952555645775,123.31293081062657,101.06142738964546,Changeup,93,120,165,22.25150342098111,22.251503420981113,-45,2,0,2,45,0,45,2:00,2:45,-0H 45M
,Luzardo, Jesús,666200,L,CH,343,86.6,1877,18.2,0.9030531996920024,0.9835881804007857,242.34698728599187,249.9294041527923,Changeup,98,600,585,-7.582416866800429,7.582416866800458,15,10,0,9,45,0,15,10:00,9:45,+0H 15M
,Berríos, José,621244,R,CH,392,84.8,1516,15.1,0.8298314975378033,0.9536820038579551,106.66859426088224,101.81376194945689,Changeup,95,150,150,4.854832311425355,4.854832311425361,0,2,30,2,30,0,0,2:30,2:30, 0H 00M
,Álvarez, José,501625,L,CH,258,81.2,1529,15.9,0.8454256710026854,0.8919147129462183,245.2902089590206,260.0200625359995,Changeup,89,585,555,-14.729853576978911,14.729853576978883,30,9,45,9,15,0,30,9:45,9:15,+0H 30M
,Kim, Kwang Hyun,547942,L,CH,209,80.4,1602,16.6,0.8659998476353945,0.9223492274314612,204.98897302022857,225.40744902239473,Changeup,92,675,630,-20.41847600216616,20.418476002166145,45,11,15,10,30,0,45,11:15,10:30,+0H 45M
,Hendricks, Kyle,543294,R,CH,762,80,2010,17,0.7984617907466571,0.8731881610049343,135.61902349401606,124.88998832216498,Changeup,87,90,105,10.72903517185108,10.729035171851088,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,Gonzales, Marco,594835,L,CH,461,79.3,2184,19.5,0.8631642072913793,0.965936541247533,246.57980763433312,243.91412548906203,Changeup,97,585,585,2.6656821452710915,2.6656821452711097,0,9,45,9,45,0,0,9:45,9:45, 0H 00M
,Pérez, Martín,527048,L,CH,451,84.8,1696,17.6,0.8934640725928245,0.9938318281618623,232.06754116675737,242.26833517683275,Changeup,99,615,600,-10.200794010075384,10.200794010075347,15,10,15,10,0,0,15,10:15,10:00,+0H 15M
,Pineda, Michael,501381,R,CH,286,85.5,1720,18.2,0.9385103246669512,0.9407573214237824,132.57963130375356,112.32076787177824,Changeup,94,90,135,20.258863431975314,20.25886343197532,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Crismatt, Nabil,622503,R,CH,608,82.3,1600,14.7,0.7736370339571775,0.7923794644794966,119.7828690733557,90.96799402261028,Changeup,79,120,180,28.814875050745414,28.814875050745425,-60,2,0,3,0,1,0,2:00,3:00,-1H 00M
,Suárez, Ranger,624133,L,CH,388,85.1,1493,16.8,0.9277023404090419,0.9411171839392212,234.0669395559776,252.2998811762162,Changeup,94,615,570,-18.23294162023859,18.232941620238577,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,Stripling, Ross,548389,R,CH,257,83.1,1677,14.4,0.7371917318131159,0.9129561484255125,139.3658511958215,132.0253569269179,Changeup,91,75,90,7.340494268903598,7.340494268903581,-15,1,15,1,30,0,15,1:15,1:30,-0H 15M
,Yarbrough, Ryan,642232,L,CH,693,78.4,2027,18.9,0.8555204513123301,0.9311685297223146,265.2341830818257,256.1650659873372,Changeup,93,555,570,9.06911709448849,9.069117094488519,-15,9,15,9,30,0,15,9:15,9:30,-0H 15M
,Anderson, Tyler,542881,L,CH,636,80.9,1833,18.4,0.8976906892139705,0.9727780105324142,232.4172195811694,227.71976489496737,Changeup,97,615,630,4.697454686202036,4.69745468620205,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,Germán, Domingo,593334,R,CH,354,86.5,2294,19.6,0.8785483520307117,0.8549821758496076,131.2290908841428,109.24681787990451,Changeup,85,105,135,21.982273004238294,21.98227300423829,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Canning, Griffin,656288,R,CH,215,89.1,1871,20.1,0.9996789602160366,0.9499659848574357,130.1597610700871,110.24378172394094,Changeup,95,105,135,19.915979346146145,19.915979346146166,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,García, Jarlín,606424,L,CH,237,85.2,2140,19.8,0.9158814872236857,0.9837222852959999,240.14629785928864,246.34250956124993,Changeup,98,600,585,-6.196211701961289,6.1962117019612695,15,10,0,9,45,0,15,10:00,9:45,+0H 15M
,Springs, Jeffrey,605488,L,CH,209,84,1476,16.7,0.9117348056878973,0.9878532222446219,234.55103278485623,233.17344934370058,Changeup,99,615,615,1.3775834411556502,1.3775834411556562,0,10,15,10,15,0,0,10:15,10:15, 0H 00M
,Sánchez, Miguel,667376,R,CH,228,89.1,1612,11.4,0.632136684172794,0.8022970196884596,129.06510220666527,95.43932949436048,Changeup,80,105,165,33.625772712304794,33.62577271230481,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,Valdez, Phillips,570488,R,CH,319,85.3,1943,18.2,0.8698761540283144,0.8703465264515682,111.80992231306466,86.9625318396876,Changeup,87,135,180,24.84739047337706,24.847390473377043,-45,2,15,3,0,0,45,2:15,3:00,-0H 45M
,Iglesias, Raisel,628452,R,CH,250,89.4,1936,18.3,0.9049897897785844,0.8843576667760449,119.98014927821649,97.78500571371146,Changeup,88,120,165,22.19514356450503,22.19514356450503,-45,2,0,2,45,0,45,2:00,2:45,-0H 45M
,Wood, Alex,622072,L,CH,447,85.3,1629,15.2,0.8078143076083738,0.9453031073227738,269.9066015532071,271.23290643111363,Changeup,95,540,540,-1.326304877906523,1.326304877906535,0,9,0,9,0,0,0,9:00,9:00, 0H 00M
,Alcantara, Sandy,645261,R,CH,689,91.8,2009,17,0.8447511377730037,0.8794161696906325,126.70401442294896,97.13982480325451,Changeup,88,105,165,29.564189619694446,29.564189619694442,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,Richards, Trevor,670950,R,CH,302,84.5,2471,18.1,0.7903802460326583,0.763826543262718,121.41766889906641,119.13061249672194,Changeup,76,120,120,2.2870564023444757,2.2870564023444926,0,2,0,2,0,0,0,2:00,2:00, 0H 00M
,Alexander, Tyler,641302,L,CH,297,83.7,1462,15.4,0.8633309836555139,0.9399123417118156,228.04800919833988,245.4564269025695,Changeup,94,630,585,-17.408417704229606,17.408417704229603,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,Velasquez, Vince,592826,R,CH,266,89,1571,14.6,0.8086323648074546,0.9339638331952687,132.25743333657127,116.16836870238055,Changeup,93,90,135,16.08906463419072,16.089064634190702,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Woodruff, Brandon,605540,R,CH,394,86.5,1907,16.4,0.8243409005398536,0.8903813159353479,134.20932728593957,110.103568132415,Changeup,89,90,135,24.10575915352456,24.10575915352456,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Zimmermann, Bruce,669145,L,CH,275,84.4,1974,19.7,0.9307633534009208,0.9881726964092925,236.61820559779116,242.5502064813182,Changeup,99,600,600,-5.932000883527053,5.9320008835271105,0,10,0,10,0,0,0,10:00,10:00, 0H 00M
,Whitlock, Garrett,676477,R,CH,235,83.1,1909,18,0.8561943487920581,0.914758181299754,101.65205709722316,95.28463575644918,Changeup,91,150,165,6.367421340773987,6.367421340773997,-15,2,30,2,45,0,15,2:30,2:45,-0H 15M
,Cabrera, Génesis,650893,L,CH,201,89.7,1764,16.6,0.8788231478631852,0.9892695348073034,224.1918123610159,230.45770176873378,Changeup,99,630,615,-6.265889407717879,6.265889407717846,15,10,30,10,15,0,15,10:30,10:15,+0H 15M
,Kaprielian, James,621076,R,CH,294,83.7,1287,10.4,0.6149495841823317,0.576628109252704,126.33353412269814,97.3425095936735,Changeup,58,105,165,28.991024529024642,28.991024529024653,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,Rodríguez, Joely,570257,L,CH,269,88.3,1125,12,0.7932605504083622,0.9650476556412997,255.77983034578068,274.4783241881075,Changeup,97,570,525,-18.698493842326798,18.698493842326783,45,9,30,8,45,0,45,9:30,8:45,+0H 45M
,Sheffield, Justus,656954,L,CH,291,85.8,1761,13.5,0.676916146748173,0.7265704135742566,225.08857298923448,260.1743403520398,Changeup,73,630,555,-35.08576736280531,35.0857673628053,75,10,30,9,15,1,15,10:30,9:15,+1H 15M
,Foltynewicz, Mike,592314,R,CH,283,85.3,1779,18.3,0.9315254000165715,0.9813693158116451,132.62824195772066,126.37229420394029,Changeup,98,90,105,6.255947753780376,6.255947753780383,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,Sandoval, Patrick,663776,L,CH,420,84.6,1582,16.5,0.8772640816463989,0.9876944375828535,244.32008661453722,237.43983957455455,Changeup,99,585,600,6.880247039982663,6.880247039982644,-15,9,45,10,0,0,15,9:45,10:00,-0H 15M
,Rodriguez, Eduardo,593958,L,CH,606,85.3,1879,18.3,0.8915668902300364,0.8977822893788124,230.15023472149264,253.74598516774842,Changeup,90,615,570,-23.595750446255778,23.59575044625579,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,Montgomery, Jordan,656756,L,CH,626,82.5,1704,17,0.8576602724881204,0.9930351604164769,227.33513387231096,216.68670259879946,Changeup,99,630,645,10.648431273511505,10.648431273511477,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,DeSclafani, Anthony,543101,R,CH,266,88.2,1578,16.9,0.9187596256849729,0.9717691916208031,119.33291537631996,102.57672121384506,Changeup,97,120,150,16.7561941624749,16.7561941624749,-30,2,0,2,30,0,30,2:00,2:30,-0H 30M
,Gutierrez, Vladimir,661269,R,CH,224,81.4,1660,15.7,0.8182017043875516,0.9744629495051259,115.21987470918089,120.1772184233174,Changeup,97,135,120,-4.957343714136513,4.957343714136505,15,2,15,2,0,0,15,2:15,2:00,+0H 15M
,Underwood Jr., Duane,621249,R,CH,315,87.8,1601,16.5,0.9014493150580383,0.9225331037458243,130.9301570232007,112.33547385733677,Changeup,92,105,135,18.59468316586394,18.59468316586394,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Freeland, Kyle,607536,L,CU,375,80.2,2437,13,0.6125456776435845,0.6737496509949191,45.10034826869199,25.487353042913327,Curveball,67,270,315,19.61299522577866,19.612995225778665,-45,4,30,5,15,0,45,4:30,5:15,-0H 45M
,Cobb, Alex,502171,R,CU,258,83,2569,13.9,0.5873905636943306,0.581499463622968,328.8336938668111,336.58920540185545,Curveball,58,420,405,-7.755511535044377,7.755511535044425,15,7,0,6,45,0,15,7:00,6:45,+0H 15M
,Kelly, Joe,523260,R,CU,299,87.1,2889,15.1,0.6416069361776973,0.6219879549083148,316.3827317215098,323.02780538818723,Curveball,62,450,435,-6.645073666677433,6.64507366667747,15,7,30,7,15,0,15,7:30,7:15,+0H 15M
,Fried, Max,608331,L,CU,657,74.4,2650,20.6,0.847757831538088,0.8326525396180943,27.495716790497852,24.918810521922097,Curveball,83,300,315,2.5769062685757547,2.5769062685757538,-15,5,0,5,15,0,15,5:00,5:15,-0H 15M
,Hill, Rich,448179,L,CU,935,71.8,2713,26.3,1.0292083877205997,0.9478869295111506,50.008590486237466,51.91613527109132,Curveball,95,255,255,-1.9075447848538545,1.9075447848538483,0,4,15,4,15,0,0,4:15,4:15, 0H 00M
,Lugo, Seth,607625,R,CU,208,79.2,3261,24.3,0.936095075195743,0.8455248345382744,326.0976932984478,328.38136831025355,Curveball,85,435,420,-2.2836750118057694,2.2836750118057707,15,7,15,7,0,0,15,7:15,7:00,+0H 15M
,Crowe, Wil,640444,R,CU,226,80.4,2440,16.4,0.713531622213486,0.7860200217502755,335.0523296912029,341.7067692803914,Curveball,79,405,390,-6.6544395891885415,6.654439589188559,15,6,45,6,30,0,15,6:45,6:30,+0H 15M
,Nola, Aaron,605400,R,CU,795,78.5,2530,20.1,0.8479302388470457,0.8662042797591757,306.29112549512274,310.4839762462193,Curveball,87,465,465,-4.192850751096557,4.1928507510965005,0,7,45,7,45,0,0,7:45,7:45, 0H 00M
,Mills, Alec,621219,R,CU,201,65.9,2316,19.4,0.797477998634717,0.7890792297749702,317.949277665281,317.6219791036327,Curveball,79,450,450,0.3272985616482629,0.327298561648279,0,7,30,7,30,0,0,7:30,7:30, 0H 00M
,Green, Chad,643338,R,CU,451,85,2580,10.7,0.45832864630727926,0.4259046124605463,309.0336071908291,300.7120149629255,Curveball,43,465,480,8.321592227903636,8.321592227903665,-15,7,45,8,0,0,15,7:45,8:00,-0H 15M
,Smyly, Drew,592767,L,CU,894,78.9,2096,4.4,0.20116942976857707,0.26526420236864445,328.3849604636192,303.7594657232886,Curveball,27,420,465,24.625494740330623,24.62549474033063,-45,7,0,7,45,0,45,7:00,7:45,-0H 45M
